>ptg000019l	658483
236936	236981	27
236982	237252	26
237253	237334	25
237335	237434	24
237435	237647	23
237648	237880	22
237881	238233	21
238234	238429	20
238430	238474	21
238475	238524	20
238525	238681	21
238682	238724	22
238725	239076	21
239077	239268	20
239269	239401	21
239402	239620	20
239621	239999	21
240000	240175	20
240176	240268	19
240269	240280	18
240281	240391	19
240392	240411	18
240412	240900	19
240901	241011	20
241012	241039	21
241040	241252	22
241253	241639	23
241640	241852	22
241853	241888	23
241889	241945	24
241946	241986	25
241987	242348	24
242349	242449	23
242450	243512	22
243513	243588	21
243589	243651	20
243652	244093	22
244094	244110	21
244111	244150	20
244151	244426	19
244427	245003	18
245004	245363	19
245364	245595	20
245596	245822	19
245823	246180	18
246181	246560	19
246561	246858	18
246859	246907	19
246908	247378	18
247379	247468	19
247469	248092	20
248093	248319	21
248320	248328	20
248329	248753	21
248754	248981	20
248982	249066	19
249067	249145	20
249146	249167	21
249168	249399	22
249400	249482	21
249483	249559	20
249560	249630	19
249631	249691	18
249692	249882	19
249883	250297	20
250298	250595	21
250596	250756	20
250757	250891	19
250892	251380	18
251381	252061	19
252062	252078	18
252079	252180	19
252181	252236	20
252237	252369	19
252370	252417	20
252418	252846	21
252847	253327	22
253328	253456	23
253457	253876	24
253877	253990	23
253991	254047	22
254048	254341	23
254342	254424	22
254425	254439	21
254440	254887	22
254888	255427	21
255428	255586	22
255587	255605	23
255606	255653	22
255654	255979	23
255980	256252	22
256253	256290	23
256291	256422	24
256423	256815	25
256816	257266	26
257267	257512	25
257513	257600	24
257601	257754	23
257755	257863	22
257864	258285	20
258286	258658	19
258659	258722	18
258723	258792	19
258793	258877	18
258878	259534	17
259535	259609	18
259610	259798	19
259799	259838	21
259839	260548	22
260549	260882	23
260883	260924	22
260925	260983	23
260984	261294	24
261295	261475	23
261476	261633	25
261634	261704	24
261705	261778	25
261779	261998	26
261999	262459	27
262460	262468	26
262469	262578	27
262579	262596	28
262597	262646	29
262647	262674	30
262675	262886	31
262887	263007	32
263008	263204	31
263205	263211	30
263212	263275	31
263276	263610	30
263611	263700	31
263701	263768	30
263769	263912	31
263913	263949	32
263950	263962	31
263963	263976	30
263977	264151	31
264152	264194	32
264195	264346	33
264347	264484	32
264485	264973	31
264974	265163	30
265164	265468	31
265469	265643	30
265644	265973	31
265974	266392	32
266393	267543	33
267544	267717	34
267718	267733	33
267734	267752	34
267753	267826	33
267827	267884	34
267885	268153	35
268154	268238	34
268239	268488	35
268489	268589	33
268590	268790	34
268791	268884	33
268885	269018	32
269019	269043	33
269044	269270	34
269271	269460	33
269461	269825	34
269826	269892	35
269893	269914	34
269915	269917	35
269918	270606	34
270607	270803	36
270804	270826	35
270827	270845	35
270846	270925	34
270926	270995	33
270996	271091	32
271092	271110	31
271111	271171	32
271172	271415	31
271416	271575	32
271576	271611	31
271612	271654	32
271655	271879	31
271880	271985	30
271986	272016	31
272017	272232	30
272233	272361	29
272362	272385	28
272386	272467	27
272468	272527	28
272528	272585	27
272586	272606	28
272607	272804	29
272805	272817	30
272818	272981	29
272982	273009	30
273010	273141	31
273142	273336	32
273337	273380	31
273381	273455	32
273456	273587	33
273588	273686	32
273687	274041	31
274042	274719	30
274720	274752	29
274753	274946	30
274947	275002	31
275003	275078	30
275079	276067	31
276068	276453	30
276454	276488	29
276489	276693	30
276694	276724	29
276725	277017	28
277018	277629	29
277630	277663	30
277664	277690	29
277691	277771	28
277772	277962	27
277963	278285	26
278286	278344	27
278345	278393	28
278394	278505	29
278506	278599	28
278600	278611	27
278612	278622	28
278623	278714	29
278715	278733	30
278734	279046	29
279047	279412	28
279413	279540	27
279541	279647	26
279648	279821	27
279822	280093	26
280094	280109	25
280110	280226	26
280227	280265	27
280266	280285	28
280286	280316	29
280317	280760	30
280761	280989	29
280990	281069	30
281070	281094	29
281095	281113	28
281114	281145	27
281146	281559	28
281560	281795	27
281796	282027	26
282028	282130	25
282131	282302	23
282303	282423	22
282424	282893	21
282894	282918	20
282919	282920	19
282921	283368	20
283369	283567	21
283568	283720	20
283721	283729	19
283730	284213	20
284214	284288	19
284289	284313	20
284314	284963	21
284964	285056	22
285057	285260	23
285261	285632	24
285633	286067	25
286068	286406	26
286407	286469	27
286470	286819	26
286820	286958	27
286959	286985	26
286986	287135	27
287136	287219	26
287220	287269	27
287270	287690	26
287691	287801	27
287802	287848	26
287849	287885	27
287886	288107	28
288108	288274	29
288275	288496	30
288497	288511	31
288512	288515	32
288516	288635	31
288636	288650	32
288651	288793	31
288794	288965	30
288966	289032	29
289033	289224	30
289225	289294	31
289295	289410	32
289411	289481	31
289482	289545	30
289546	289798	29
289799	289802	30
289803	289905	29
289906	290294	30
290295	290313	31
290314	290665	30
290666	290959	29
290960	290983	30
290984	291492	31
291493	291867	32
291868	291969	33
291970	292062	34
292063	292203	35
292204	292448	36
292449	292891	35
292892	293064	34
293065	293230	33
293231	293282	34
293283	293553	33
293554	293634	34
293635	293788	35
293789	294273	34
294274	294325	33
294326	294474	32
294475	294503	33
294504	294529	34
294530	294793	33
294794	294848	34
294849	294887	33
294888	295032	34
295033	295095	33
295096	295256	34
295257	295290	33
295291	295301	32
295302	295387	33
295388	295465	34
295466	295502	35
295503	295563	34
295564	295585	35
295586	295671	36
295672	296032	37
296033	296056	38
296057	296096	39
296097	296159	38
296160	296248	37
296249	296268	36
296269	296419	37
296420	296460	36
296461	296611	37
296612	296828	38
296829	296986	37
296987	296990	36
296991	297250	37
297251	297433	36
297434	297512	35
297513	297563	36
297564	297682	35
297683	297757	36
297758	297788	38
297789	297855	39
297856	298035	40
298036	298309	39
298310	298328	41
298329	298441	42
298442	298544	41
298545	298940	40
298941	299038	39
299039	299206	40
299207	299331	41
299332	299348	40
299349	299968	41
299969	300294	40
300295	300403	39
300404	300502	40
300503	300614	41
300615	301277	40
301278	301442	39
301443	301867	38
301868	302004	37
302005	302150	36
302151	302186	35
302187	302799	36
302800	303030	37
303031	303033	36
303034	303091	37
303092	303356	36
303357	303550	37
303551	303737	36
303738	303785	35
303786	303875	36
303876	303995	35
303996	304033	34
304034	304110	33
304111	304126	32
304127	304163	31
304164	304203	32
304204	304210	31
304211	304244	32
304245	304300	30
304301	304313	29
304314	304381	30
304382	304440	31
304441	304578	32
304579	304908	31
304909	304914	30
304915	304978	31
304979	305128	30
305129	305195	29
305196	305224	28
305225	305751	29
305752	305786	28
305787	305903	29
305904	305971	30
305972	306018	29
306019	306116	28
306117	306174	29
306175	306252	28
306253	306286	27
306287	306337	26
306338	306466	27
306467	306523	28
306524	306710	29
306711	306966	28
306967	307045	29
307046	307290	28
307291	307309	26
307310	307467	25
307468	307491	24
307492	307806	25
307807	307973	26
307974	308096	27
308097	308455	28
308456	308499	29
308500	308798	30
308799	309079	29
309080	309129	30
309130	309172	29
309173	309238	28
309239	309708	29
309709	309853	30
309854	310261	29
310262	310744	28
310745	311199	29
311200	311255	30
311256	311807	29
311808	312007	30
312008	312080	29
312081	312127	30
312128	312198	32
312199	312209	31
312210	312470	32
312471	312510	31
312511	312860	30
312861	313148	31
313149	313290	30
313291	313592	29
313593	314097	28
314098	314151	30
314152	314217	32
314218	314504	31
314505	314715	30
314716	314763	29
314764	314921	28
314922	315120	27
315121	315142	26
315143	315199	25
315200	315401	24
315402	315815	23
315816	316027	24
316028	316104	23
316105	316183	24
316184	316216	25
316217	316239	26
316240	316276	25
316277	316359	24
316360	316396	25
316397	316472	24
316473	316592	23
316593	316836	24
316837	317295	25
317296	317362	26
317363	317457	25
317458	317552	26
317553	317581	25
317582	317617	26
317618	317858	27
317859	317961	26
317962	318064	27
318065	318161	28
318162	318242	29
318243	318271	30
318272	318330	31
318331	318518	32
318519	318682	33
318683	318760	34
318761	318800	35
318801	318917	34
318918	319053	35
319054	319160	36
319161	319497	37
319498	319661	38
319662	320051	39
320052	320305	38
320306	320392	39
320393	320612	38
320613	320671	39
320672	321058	38
321059	321204	37
321205	321395	36
321396	321618	35
321619	322066	34
322067	322175	33
322176	322384	34
322385	322422	33
322423	322493	32
322494	322688	33
322689	322925	34
322926	323170	33
323171	323318	34
323319	323421	33
323422	323623	32
323624	324078	33
324079	324311	34
324312	324387	35
324388	324947	33
324948	325342	34
325343	325583	35
325584	325699	36
325700	325743	36
325744	325917	37
325918	326014	36
326015	326115	35
326116	326360	34
326361	326413	35
326414	326419	36
326420	326512	35
326513	326531	36
326532	326711	35
326712	326920	34
326921	327125	35
327126	327150	34
327151	327239	33
327240	327277	34
327278	327360	33
327361	327392	32
327393	327404	31
327405	327496	30
327497	327677	31
327678	327738	30
327739	327777	29
327778	327807	28
327808	327881	27
327882	327950	26
327951	328256	27
328257	328271	28
328272	328326	27
328327	328416	28
328417	328495	27
328496	328527	26
328528	328639	25
328640	328786	24
328787	328889	25
328890	328946	26
328947	329016	25
329017	329490	26
329491	329687	27
329688	329846	28
329847	330333	29
330334	330669	30
330670	330779	29
330780	331060	28
331061	331179	29
331180	331448	30
331449	331809	29
331810	331914	30
331915	332384	29
332385	332643	30
332644	332804	31
332805	332834	30
332835	332918	29
332919	333419	28
333420	333517	27
333518	333619	26
333620	333792	25
333793	333961	26
333962	333997	27
333998	334397	26
334398	334647	27
334648	334744	28
334745	334853	29
334854	335117	30
335118	335334	29
335335	335374	28
335375	335463	27
335464	335554	28
335555	335694	29
335695	335750	28
335751	335967	29
335968	336037	30
336038	336056	31
336057	336065	30
336066	336137	31
336138	336151	32
336152	336189	31
336190	337138	30
337139	337263	29
337264	337438	28
337439	337670	27
337671	337821	28
337822	338029	27
338030	338045	26
338046	338080	25
338081	338089	26
338090	338242	27
338243	338267	28
338268	338305	29
338306	338381	28
338382	338417	27
338418	338571	28
338572	338682	29
338683	338965	30
338966	338982	31
338983	339379	32
339380	339502	31
339503	339854	32
339855	340023	31
340024	340077	32
340078	340171	31
340172	340219	32
340220	340278	31
340279	340297	32
340298	340448	31
340449	340747	30
340748	340943	29
340944	340995	30
340996	341037	31
341038	341794	32
341795	341931	33
341932	341950	34
341951	342378	36
342379	342623	35
342624	342848	36
342849	343138	35
343139	343180	34
343181	343186	33
343187	343765	34
343766	343829	35
343830	343955	34
343956	343957	35
343958	344106	34
344107	344111	33
344112	344381	34
344382	344709	35
344710	344777	34
344778	344968	33
344969	345334	32
345335	345930	31
345931	346354	30
346355	346747	29
346748	346934	28
346935	346977	27
346978	347015	26
347016	347050	25
347051	347069	26
347070	347244	25
347245	347512	24
347513	347541	23
347542	347632	22
347633	347668	23
347669	348055	22
348056	348169	21
348170	348224	23
348225	348344	22
348345	348405	23
348406	348874	25
348875	348946	24
348947	349105	23
349106	349227	24
349228	349425	23
349426	349617	22
349618	349695	21
349696	349717	20
349718	349846	19
349847	349977	18
349978	350284	19
350285	350426	18
350427	350552	19
350553	350730	18
350731	351068	19
351069	351253	20
351254	351461	21
351462	351719	22
351720	351723	23
351724	352149	22
352150	352243	21
352244	352380	19
352381	352518	18
352519	352673	17
352674	352678	16
352679	352692	17
352693	353368	18
353369	353516	20
353517	353601	19
353602	354739	20
354740	354889	21
354890	354990	22
354991	355322	23
355323	355485	22
355486	355617	23
355618	355945	24
355946	356599	25
356600	356618	26
356619	356868	25
356869	357016	24
357017	357119	25
357120	357185	26
357186	357197	25
357198	357447	26
357448	357587	25
357588	357793	26
357794	358344	27
358345	358465	28
358466	358539	27
358540	358781	26
358782	358859	25
358860	358969	26
358970	359568	27
359569	359587	28
359588	359861	27
359862	359865	26
359866	360152	27
360153	360201	26
360202	360330	25
360331	360363	26
360364	360675	25
360676	360694	26
360695	361348	25
361349	361692	26
361693	362081	25
362082	362093	26
362094	362416	25
362417	362611	24
362612	362675	25
362676	363074	26
363075	363129	27
363130	363503	26
363504	363597	27
363598	363807	28
363808	364118	27
364119	364140	28
364141	364383	27
364384	364480	28
364481	364696	27
364697	364713	28
364714	364820	29
364821	364963	28
364964	365072	29
365073	365154	30
365155	365279	31
365280	365712	30
365713	365744	29
365745	365830	28
365831	365933	27
365934	366155	26
366156	366283	27
366284	366357	26
366358	366612	27
366613	366652	26
366653	366793	25
366794	367016	26
367017	367631	27
367632	367668	26
367669	367851	25
367852	368304	24
368305	368374	25
368375	368421	24
368422	368616	23
368617	368728	22
368729	368889	21
368890	369072	22
369073	369836	21
369837	369909	20
369910	370074	21
370075	370402	20
370403	370652	21
370653	370738	20
370739	371071	21
371072	371132	22
371133	371140	21
371141	371381	22
371382	371450	21
371451	371965	23
371966	372158	22
372159	372757	23
372758	372861	24
372862	373007	25
373008	373008	26
373009	373248	25
373249	373466	24
373467	373613	25
373614	373673	24
373674	373720	22
373721	373936	21
373937	374108	20
374109	374163	19
374164	374174	20
374175	374212	21
374213	374252	20
374253	374442	21
374443	374551	22
374552	374637	23
374638	374893	22
374894	374930	21
374931	374940	22
374941	375149	23
375150	375255	24
375256	375512	25
375513	375531	26
375532	375807	25
375808	375825	26
375826	376075	27
376076	376126	28
376127	376149	29
376150	376337	28
376338	376951	29
376952	377156	28
377157	377369	29
377370	377442	30
377443	377489	31
377490	377706	32
377707	377755	31
377756	377940	32
377941	378063	33
378064	378101	34
378102	378849	35
378850	378955	36
378956	379418	35
379419	379585	36
379586	379635	37
379636	380106	38
380107	380146	39
380147	380214	38
380215	380281	37
380282	380297	36
380298	380502	37
380503	380536	38
380537	380561	39
380562	380570	40
380571	380614	41
380615	380657	42
380658	380895	43
380896	380965	44
380966	381397	43
381398	381498	42
381499	381657	41
381658	382197	42
382198	382264	43
382265	382752	42
382753	382917	41
382918	383016	40
383017	383025	39
383026	383189	38
383190	383561	37
383562	383707	38
383708	383828	37
383829	383963	38
383964	384131	37
384132	384221	36
384222	384225	35
384226	384241	33
384242	384286	32
384287	384462	31
384463	384614	32
384615	384728	31
384729	384949	32
384950	384997	31
384998	385219	32
385220	385376	33
385377	385646	34
385647	385702	33
385703	385813	32
385814	385939	33
385940	385994	34
385995	386012	33
386013	386057	32
386058	386265	31
386266	386317	30
386318	386435	29
386436	386726	28
386727	386999	29
387000	387035	28
387036	387065	27
387066	387417	26
387418	387434	27
387435	388055	28
388056	388187	27
388188	388292	28
388293	388581	29
388582	388906	28
388907	388907	27
388908	388928	28
388929	388942	29
388943	389035	28
389036	389102	27
389103	389173	26
389174	389389	25
389390	389813	26
389814	389893	25
389894	389900	24
389901	390108	23
390109	390152	24
390153	390390	25
390391	390607	26
390608	390650	28
390651	390727	29
390728	390857	27
390858	390897	26
390898	391491	25
391492	391636	26
391637	391716	25
391717	391794	26
391795	392369	25
392370	392452	26
392453	392500	25
392501	392530	26
392531	392604	27
392605	392698	26
392699	392766	27
392767	393150	26
393151	393341	27
393342	393775	28
393776	393946	27
393947	394267	28
394268	394575	27
394576	394597	28
394598	394658	29
394659	394785	30
394786	394938	29
394939	395088	28
395089	395322	27
395323	395739	26
395740	396022	25
396023	396380	24
396381	396498	25
396499	396634	26
396635	397043	27
397044	397141	25
397142	397461	24
397462	397897	23
397898	398086	24
398087	398170	23
398171	398466	22
398467	398917	23
398918	399023	22
399024	399084	21
399085	399153	20
399154	399544	19
399545	400036	18
400037	400183	19
400184	400447	18
400448	400509	17
